series,rating_avg,genres,pages,publication_type,publication_info,author_books,author_followers
True,3.93,"Mystery,Fiction,Mystery Thriller,Crime,Detective,Suspense",336 pages, Hardcover,"First published July 10, 2006",187,677
False,4.13,"Historical Fiction,Romance,World War II,Young Adult,Lds Fiction,Historical,Clean Romance",320 pages, Paperback,"First published March 8, 2016",2,95
False,3.49,"Fiction,Historical Fiction,British Literature,Contemporary,War,Humor,Historical",339 pages, Hardcover,"First published August 19, 2010",24,62
False,3.27,,Paperback,Paperback,"First published September 30, 2004",14,23
False,3.63,,184 pages, Hardcover,"First published June 7, 2006",1,book
False,4.01,"Contemporary,Young Adult,Romance,Young Adult Contemporary,Fiction,Realistic Fiction,LGBT",320 pages, Hardcover,"First published October 4, 2016",7,1860
True,4.21,"Romance,New Adult,Contemporary Romance,College,Contemporary,Young Adult,Drama",322 pages, ebook,"First published May 3, 2013",90,6873
True,4.17,"Romance,Contemporary,Contemporary Romance,Fiction,Adult,New Adult,Audiobook",472 pages, ebook,"First published February 18, 2020",65,21.3k
True,3.77,"Fantasy,Urban Fantasy",320 pages, Mass Market Paperback,"First published May 11, 2009",20,49
True,4.08,"Mystery,Thriller,Suspense,Fiction,Mystery Thriller,Crime,Audiobook",423 pages, Hardcover,"First published February 1, 2013",86,17.5k
False,3.82,"Nonfiction,Politics,History",496 pages, Paperback,"First published November 1, 2002",52,29
False,3.98,"Philosophy,Nonfiction,Theory,Feminism,Politics,Language,Academic",200 pages, Paperback,"First published January 1, 1997",225,2715
True,4.38,"Fantasy,Fiction,Young Adult,Humor,Audiobook,Magic,Witches",276 pages, Hardcover,"First published August 27, 2015",488,42.5k
False,2.96,"Fiction,Mystery",369 pages, Paperback,"First published January 1, 2001",65,81
False,3.56,"Romance,Contemporary",186 pages, Mass Market Paperback,"First published January 1, 1993",240,190
True,4.04,"New Adult,Romance,Contemporary Romance,Contemporary,Young Adult,Fiction,College",272 pages, Kindle Edition,"First published December 3, 2013",368,20.2k
False,4.17,"Cookbooks,Cooking,Food,Nonfiction,Childrens,Picture Books,Reference",64 pages, Hardcover,"First published October 24, 2006",87,22
True,3.9,"Young Adult,Fiction",236 pages, Paperback,"First published March 4, 2013",1,book22
True,3.88,"Romance,Contemporary Romance,Contemporary,Fiction,Chick Lit,Magic,Paranormal",308 pages, Paperback,"First published February 28, 2012",142,29.1k
False,3.88,"Mystery,Fiction,Thriller,Crime,Suspense,Horses,British Literature",338 pages, Hardcover,"First published January 1, 2008",589,1137
False,4.04,"Fiction,German Literature,Novels,Classics,Music,Literature,20th Century",208 pages, Paperback,"First published January 1, 1983",273,2046
True,3.57,"Urban Fantasy,Paranormal,Romance,Ghosts,Paranormal Romance,Fantasy,Contemporary",320 pages, Mass Market Paperback,"First published April 1, 2014",44,861
True,4.04,"Mystery,Italy,Fiction,Crime,Detective,Mystery Thriller,Audiobook",277 pages, Mass Market Paperback,"First published January 1, 1998",121,2564
False,3.91,"Romance,Contemporary Romance,Contemporary,New Adult,Adult,Fiction,Audiobook",280 pages, Kindle Edition,"First published January 12, 2019",57,16.7k
False,3.98,"Thriller,Mystery Thriller,Mystery,Audiobook,Fiction,Horror,Psychological Thriller",283 pages, Kindle Edition,"First published February 9, 2023",2,1212
True,3.99,"Sports,Romance,Contemporary Romance,Contemporary,Hockey,Harlequin Blaze,Harlequin",224 pages, ebook,"First published January 1, 2016",34,64
True,3.96,"Mystery,Fiction,Mystery Thriller,Audiobook,Crime,Thriller,Suspense",368 pages, Mass Market Paperback,"First published January 1, 1986",123,3696
False,3.95,"Romance,Fiction,Chick Lit,Contemporary,Historical Fiction,Contemporary Romance,Novels",480 pages, Paperback,"First published January 1, 1981",763,14.1k
False,4.27,"Politics,Nonfiction,Economics,History,Business,Political Science,Audiobook",206 pages, Kindle Edition,"First published March 24, 2020",49,1020
True,4.29,"Vampires,Paranormal,Urban Fantasy,Paranormal Romance,Fantasy,Adult,Supernatural",357 pages, Mass Market Paperback,"First published May 1, 2008",69,26.6k
True,4.02,"Young Adult,Fantasy,Paranormal,Romance,Mystery,Fiction,Supernatural",456 pages, Kindle Edition,"First published September 27, 2011",12,12.4k
True,4.34,"Urban Fantasy,Fantasy,Fae,Fiction,Paranormal,Magic,Mystery",368 pages, Hardcover,"First published September 3, 2019",475,16k
False,3.52,Romance,189 pages, Paperback,"First published October 1, 1986",166,38
True,4.25,"Paranormal Romance,Paranormal,Romance,Erotica,Fantasy,Magic,Witches",352 pages, Mass Market Paperback,"First published October 27, 2009",166,9688
True,4.18,"Mystery,Fiction,Crime,Mystery Thriller,Thriller,Detective,Audiobook",368 pages, Hardcover,"First published July 18, 2006",152,3737
True,4.41,"Mystery,Westerns,Fiction,Audiobook,Thriller,Crime,Mystery Thriller",336 pages, Kindle Edition,"First published September 21, 2021",93,4462
False,3.8,"Biography,Nonfiction,Politics,History,Memoir,Presidents,Autobiography",497 pages, Hardcover,"First published January 1, 2010",102,967
False,4.07,"Historical Fiction,Fiction,Historical,Westerns,Religion,Adventure,Audiobook",393 pages, Kindle Edition,"First published October 11, 2022",7,876
False,3.86,"Humor,Nonfiction,Parenting,Biography,Comedy,Memoir,Autobiography",178 pages, Hardcover,"First published January 1, 1986",137,219
True,3.81,"Fantasy,Fiction,Young Adult,Horror,Humor,Paranormal,Supernatural",264 pages, Hardcover,"First published January 1, 2006",196,7271
False,3.69,"Fantasy,Young Adult,Fiction,Mermaids,Historical Fiction,Paranormal,Magical Realism",306 pages, Hardcover,"First published January 1, 2012",104,615
False,3.27,"Fiction,Contemporary,Literary Fiction,Audiobook,Family,Novels,Indian Literature",288 pages, Hardcover,"First published August 25, 2019",2,491
True,3.89,"Romance,New Adult,College,Contemporary,Contemporary Romance,Erotica,Drama",314 pages, Paperback,"First published May 17, 2013",67,5192
False,4.02,"Historical Fiction,Fiction,World War II,Historical,France,War,Audiobook",320 pages, Hardcover,"First published May 2, 2017",9,966
False,4.01,"Music,Biography,Nonfiction,Biography Memoir,Queer,History,Religion",290 pages, Paperback,"First published January 1, 1984",3,11
True,4.01,"Fiction,Historical Fiction,Magical Realism,Romance,Historical,Novels,Latin American",304 pages, Paperback,"First published January 1, 2000",192,38.4k
True,4.22,"Romance,Contemporary Romance,Contemporary,New Adult,Abuse,Adult,Humor",288 pages, ebook,"First published February 4, 2014",36,2246
True,4.16,"Mystery,Fiction,Crime,Thriller,Mystery Thriller,Detective,Audiobook",366 pages, Mass Market Paperback,"First published September 13, 1989",152,3737
False,3.67,"Fiction,Mystery,Thriller,Contemporary,Audiobook,Mystery Thriller,Literary Fiction",320 pages, Hardcover,"First published January 1, 2012",9,2777
True,3.82,"Historical Fiction,Middle Grade,Young Adult,Historical,Childrens,Fiction,Diary",190 pages, Hardcover,"First published June 1, 2002",36,225
False,4.32,"Picture Books,Halloween,Childrens,Fiction,Food,Holiday,Cats",32 pages, Paperback,"First published March 1, 1993",65,22
True,3.53,"Science Fiction,Fiction,Aliens,Adventure,Young Adult,Science Fiction Fantasy,Queer",368 pages, Mass Market Paperback,"First published January 1, 2003",425,863
True,4.12,"Fiction,India,Historical Fiction,Classics,Indian Literature,Romance,Historical",1474 pages, Paperback,"First published May 1, 1993",64,1595
False,3.79,"Historical Fiction,Mystery,Fiction,Thriller,Historical,Historical Mystery,Crime",432 pages, Hardcover,"First published May 23, 2006",20,630
True,3.88,"Mystery,Young Adult,Fiction,Thriller,Crime,Mystery Thriller,Contemporary",372 pages, Paperback,"First published September 24, 2012",1574,345k
False,3.33,"Horror,Fiction,Pulp",320 pages, Paperback,"First published January 1, 1983",82,36
True,4.35,"Manga,Fantasy,Graphic Novels,Supernatural,Seinen,Comics,Fiction",192 pages, Paperback,"First published January 1, 2005",1122,3000
False,3.54,"Fiction,Contemporary,Crime,British Literature,Mystery,Literary Fiction,21st Century",352 pages, Hardcover,"First published January 1, 2001",31,2190
True,4.17,"Paranormal,M M Romance,Shapeshifters,M M Paranormal,Romance,LGBT,Gay",111 pages, Kindle Edition,"First published February 15, 2016",286,252
False,4.32,"Graphic Novels,Comics,Fantasy,Fiction,Humor,Graphic Novels Comics,LGBT",268 pages, Paperback,"First published May 11, 2021",7,178
True,4.04,"Mystery,Fiction,Humor,Chick Lit,Mystery Thriller,Adult,Detective",409 pages, Hardcover,"First published March 11, 2008",21,3849
True,3.89,"Fiction,Contemporary,Romance,Chick Lit,Womens Fiction,Audiobook,Amazon",368 pages, Kindle Edition,"First published June 1, 2020",22,2592
False,4.25,"Nonfiction,Graphic Novels,Politics,Comics,War,History,Memoir",320 pages, Hardcover,"First published October 14, 2008",1,book29
True,3.92,"Fantasy,Young Adult,Romance,Paranormal,Fae,Paranormal Romance,Magic",319 pages, Paperback,"First published March 23, 2015",31,553
False,4.8,,283 pages, Kindle Edition,"First published June 26, 2018",2,8
True,3.97,"Romance,Contemporary,Contemporary Romance,LGBT,New Adult,Fiction,Adult",303 pages, ebook,"First published October 25, 2016",70,5308
False,3.92,"Contemporary,Young Adult,Fiction,Realistic Fiction,Teen,Sports,Mental Health",243 pages, Hardcover,"First published March 15, 2016",21,2495
False,3.95,"Mystery,Science Fiction,Short Stories,Fiction,Anthologies,Fantasy,Science Fiction Fantasy",355 pages, Paperback,"First published October 1, 1984",4420,24.8k
False,4.38,Poetry,133 pages, ebook,"First published January 1, 1982",5,3
False,4.32,"Memoir,Nonfiction,Biography,Fashion,Audiobook,Autobiography,Business",304 pages, Hardcover,"First published May 9, 2023",1,book65
True,3.91,"Romance,New Adult,Contemporary Romance,Contemporary,Young Adult,Erotica,New Adult Romance",270 pages, Kindle Edition,"First published June 27, 2013",232,5252
False,4.18,"Fantasy,Historical Fiction,Mythology,Retellings,Fiction,Arthurian,Historical",304 pages, Hardcover,"First published October 6, 2022",2,274
True,4.1,"Mystery,Fiction,Thriller,Crime,Mystery Thriller,Suspense,Murder Mystery",424 pages, Paperback,"First published March 5, 2001",1574,345k
False,4.06,"Nonfiction,Biography,Memoir,Autobiography,Biography Memoir,Audiobook,Inspirational",260 pages, Hardcover,"First published January 1, 2002",16,926
False,3.78,"Fiction,Dogs,Animals",189 pages, Paperback,"First published February 1, 1999",201,2104
True,3.87,"Humor,Business,Nonfiction,Comics,Comedy,Management,Leadership",336 pages, Paperback,"First published April 18, 1996",246,1204
True,3.96,"Mystery,Fiction,Westerns,Audiobook,Thriller,Crime,Fantasy",336 pages, Kindle Edition,"First published September 6, 2022",93,4462
False,4.6,Humor,32 pages, Perfect Paperback,"First published August 15, 2007",79,0
False,3.73,"Fiction,Historical Fiction,Literary Fiction,Historical,Southern,Novels,The United States Of America",272 pages, Kindle Edition,"First published March 1, 2016",3,74
True,4.08,,793 pages, Mass Market Paperback,"First published January 1, 1997",66,26
False,3.59,"Nonfiction,Music,Memoir,Biography,Audiobook,Autobiography,British Literature",416 pages, Hardcover,"First published September 12, 2023",48,19
True,4.29,"Travel,Nonfiction,Reference,Photography,Adventure,History,Geography",444 pages, Paperback,"First published October 1, 2004",4,28
True,4.19,"Fantasy,Fiction,Dragons,Magic,Epic Fantasy,High Fantasy,Science Fiction Fantasy",602 pages, Mass Market Paperback,"First published January 1, 2006",639,8722
True,3.85,"Paranormal,Angels,Romance,Paranormal Romance,Fiction,Demons,Fantasy",410 pages, Paperback,"First published December 13, 2012",42,151
True,4.33,"Fantasy,Urban Fantasy,Fiction,Mystery,Crime,Audiobook,Magic",405 pages, Hardcover,"First published April 7, 2022",157,12.2k
True,4.32,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Magic,Science Fiction Fantasy,Adventure",681 pages, Paperback,"First published October 1, 1982",330,8430
False,4.02,"Fiction,Historical Fiction,Southern,Adult Fiction,Book Club,Novels,Literature",254 pages, Paperback,"First published January 1, 1993",33,529
True,4.24,"Fantasy,Fiction,Epic Fantasy,Dark Fantasy,High Fantasy,Magic,Science Fiction",479 pages, Hardcover,"First published June 2, 2015",73,52.7k
True,3.68,"Romance,Fantasy,Historical Fiction,Historical Romance,Historical,Fiction,Adult",324 pages, Paperback,"First published June 15, 2021",6,2274
False,3.9,"Romance,Anthologies,Fiction",608 pages, Paperback,"First published April 1, 2002",414,6753
False,4.3,"Fiction,Contemporary,Humor,Literary Fiction,Adult Fiction,Adult,Chick Lit",304 pages, Hardcover,"Expected publication June 11, 2024",5,467
False,3.86,"Fiction,Mystery,Crime,New York,Novels,Mystery Thriller,Literary Fiction",311 pages, Paperback,"First published January 1, 1999",227,2503
True,4.38,"Fantasy,Fiction,Novella,High Fantasy,Short Stories,Epic Fantasy,Audiobook",192 pages, Paperback,"First published October 11, 2012",402,223k
False,3.29,"Fiction,Thriller,Mystery,Mystery Thriller,Audiobook,Suspense,Psychological Thriller",326 pages, Paperback,"First published June 25, 2013",5,448
True,4.08,"Fantasy,Urban Fantasy,Magic,Alternate History,Fiction,Paranormal,Mystery",304 pages, Hardcover,"First published November 15, 2022",278,35.8k
False,3.89,"Mystery,Fiction,Suspense,Thriller,Mystery Thriller,Crime,Adult",384 pages, Mass Market Paperback,"First published April 16, 2002",562,12.3k
True,3.48,"Fiction,Mystery,Historical Fiction,Magical Realism,Fantasy,Contemporary,Adult Fiction",418 pages, Kindle Edition,"First published January 1, 2006",5,768
False,4.08,"Young Adult,Contemporary,Fiction,Mental Health,Romance,Realistic Fiction,Young Adult Contemporary",386 pages, Hardcover,"First published February 10, 2015",24,9566
True,4.24,"Thriller,Fiction,Adventure,Action,Mystery,Mystery Thriller,Suspense",447 pages, Hardcover,"First published June 26, 2012",175,13.2k
False,3.05,"Romance,Harlequin,Contemporary Romance",189 pages, Paperback,"First published January 1, 1981",259,142
True,4.24,"Fantasy,Romance,New Adult,Mythology,Paranormal,Paranormal Romance,Urban Fantasy",368 pages, Paperback,"First published March 20, 2017",147,132k
False,3.73,"Fiction,Russia,Russian Literature,Literature,Novels,20th Century,Classics",246 pages, Paperback,"First published January 1, 1981",4,21
False,3.54,"Fiction,Young Adult,Italian Literature,Italy,Contemporary,Novels,Music",192 pages, Paperback,"First published January 1, 1993",73,131
True,4.26,"Fantasy,Fiction,High Fantasy,Audiobook,Polish Literature,Adventure,Epic Fantasy",349 pages, Paperback,"First published January 1, 1996",128,16.5k
True,3.97,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Adventure,Magic",435 pages, Mass Market Paperback,"First published May 1, 1989",333,5303
True,3.5,"Fantasy,Romance,Historical Fiction,Historical,Fiction,Regency,Magic",304 pages, Hardcover,"First published July 26, 2010",234,5020
True,4.08,"Urban Fantasy,Fantasy,Paranormal,Fiction,Romance,Dragons,Supernatural",369 pages, Kindle Edition,"First published March 5, 2013",476,16k
True,3.9,"Mystery,Fiction,Crime,Detective,Thriller,Mystery Thriller,British Literature",514 pages, Hardcover,"First published January 1, 2003",106,5025
True,4.29,"Sports Romance,Sports,Romance,Contemporary Romance,Football,Contemporary,Audiobook",304 pages, Paperback,"First published February 12, 2021",125,18.9k
False,3.65,"History,Nonfiction,American History,Biography,New York,Presidents,Crime",431 pages, Hardcover,"First published January 1, 2012",15,74
False,3.61,"Short Stories,Mystery,Horror,Fiction,Science Fiction,Crime,Mystery Thriller",Paperback,Paperback,"First published February 1, 1984",2258,22.6k
True,4.4,"Mystery,Romance,Fiction,Crime,Romantic Suspense,Suspense,Futuristic",388 pages, Hardcover,"First published February 2, 2016",254,33.5k
False,4.21,"Nonfiction,Health,Self Help,Science,Food,Psychology,Feminism",326 pages, Paperback,"First published October 11, 2008",6,72
True,3.61,"Science Fiction,Fiction,Science Fiction Fantasy,Space,Classics,Novels,Adventure",302 pages, Paperback,"First published December 1, 1987",1415,10.4k
False,4.2,Nonfiction,128 pages, Paperback,"First published April 1, 1996",59,174
True,3.9,"Young Adult,Vampires,Fantasy,Paranormal,Romance,Angels,Fiction",264 pages, Hardcover,"First published October 31, 2008",125,15.1k
False,4.03,"Childrens,Fiction,Animals,Humor,Middle Grade,Chapter Books,Cats",81 pages, Paperback,"First published January 1, 1989",68,174
True,4.04,"Mystery,Fiction,Cozy Mystery,Mystery Thriller,Crime,Thriller",224 pages, Paperback,"First published January 1, 1993",26,94
True,3.99,"Historical Fiction,Mystery,Fiction,Crime,Thriller,Historical,Mystery Thriller",752 pages, Paperback,"Published January 1, 1997",30,3161
False,4.05,"Historical Fiction,Fiction,British Literature,World War II",256 pages, Paperback,"First published January 1, 1984",45,109
False,3.45,"Thriller,Fiction,Mystery,Mystery Thriller,Suspense,Audiobook,Adult Fiction",256 pages, Hardcover,"First published July 18, 2023",10,460
True,4.17,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Young Adult,Adventure",375 pages, Mass Market Paperback,"First published January 1, 1984",333,5302
False,3.13,"Contemporary,Romance,Young Adult,Young Adult Contemporary,Travel,Music,Young Adult Romance",216 pages, Hardcover,"First published May 15, 2018",16,304
True,3.58,"Horror,Short Stories,Anthologies",309 pages, Mass Market Paperback,"First published January 1, 1985",294,227
True,3.68,"Mystery,Childrens,Fiction",80 pages, Paperback,"First published January 1, 1991",531,11.9k
True,3.82,"Romance,Erotica,BDSM,Fiction,Contemporary,Adult,Contemporary Romance",576 pages, Paperback,"First published June 18, 2015",54,56.9k
False,4.06,"Fiction,Australia,Literary Fiction,Contemporary,Book Club,Literature,Novels",267 pages, Hardcover,"First published March 8, 2018",82,1966
True,3.8,"Romance,Fiction,Contemporary,Contemporary Romance,Retellings,Audiobook,Chick Lit",464 pages, Paperback,"First published May 26, 2020",16,2848
False,3.85,"Short Stories,Fiction,Morocco,Feminism,Africa,LGBT,Audiobook",136 pages, Paperback,"First published February 8, 2022",3,9
False,3.36,"Graphic Novels,Fiction,Fantasy,Art,Comics,Adult,Graphic Novels Comics",144 pages, Hardcover,"First published September 1, 2006",44,11.8k
False,3.59,"History,Childrens",Hardcover,Hardcover,"First published May 1, 1990",33,15
False,4.03,"Romance,Retellings,Love,Contemporary Romance,Adult,Contemporary,Love Story",362 pages, Kindle Edition,"First published January 10, 2022",18,2386
False,3.62,"Horror,Fiction,Thriller,Zombies,Audiobook,Science Fiction,Adult",320 pages, Hardcover,"First published July 7, 2020",116,9468
True,4.24,"Horror,Romance,Mystery,Thriller,Paranormal,Ghosts,Fiction",ebook,ebook,"First published April 24, 2016",16,273
True,4.14,"Historical Fiction,Fiction,Civil War,Historical,War,Romance,Classics",1087 pages, Mass Market Paperback,"First published January 1, 1984",382,873
True,3.95,"Romance,Contemporary,New Adult,Contemporary Romance,College,Humor,Coming Of Age",210 pages, ebook,"First published February 16, 2021",62,6300
True,4.22,"Urban Fantasy,Paranormal,Romance,Paranormal Romance,Fantasy,Angels,Vampires",372 pages, Mass Market Paperback,"First published June 4, 2013",109,5848
False,3.8,"Romance,Contemporary Romance,Fiction,Contemporary,Harlequin,Drama,Roman",304 pages, Mass Market Paperback,"First published January 1, 1983",424,17.6k
False,3.82,"Fiction,Fantasy,Magical Realism,Historical Fiction,Literary Fiction,Novels,Adult",256 pages, Paperback,"First published March 10, 1998",125,10.5k
True,4.13,"Science Fiction,Military Fiction,Space Opera,Fiction,Fantasy,Military Science Fiction,Aliens",368 pages, Hardcover,"First published June 3, 2008",163,2332
False,3.75,"Fiction,Audiobook,Chick Lit,Romance,Contemporary,Adult,Adult Fiction",432 pages, Hardcover,"First published May 11, 2021",65,22.7k
True,4.0,"Young Adult,Science Fiction,Fantasy,Dystopia,Romance,Fiction,Audiobook",352 pages, ebook,"First published September 18, 2018",51,135k
True,4.14,"Mystery,Fiction,Russia,Historical Fiction,Crime,Detective,Historical",320 pages, Paperback,"First published January 1, 1998",398,1521
False,3.83,"M M Romance,Contemporary,Romance,Gay,Contemporary Romance,LGBT,M M Contemporary",156 pages, Kindle Edition,"First published May 14, 2015",36,1047
False,3.84,"Fiction,Romance,Chick Lit,Contemporary,Womens Fiction,Audiobook,Novels",214 pages, Paperback,"First published January 1, 2001",72,4633
False,3.36,,176 pages, Paperback,"First published January 1, 1983",20,1
True,3.74,"Paranormal Romance,Paranormal,Werewolves,Shapeshifters,Romance,Fantasy,Urban Fantasy",412 pages, Paperback,"First published June 6, 2011",51,345
True,3.84,"Fantasy,Fiction,Dark Fantasy,Epic Fantasy,High Fantasy,Adult,Dark",373 pages, Hardcover,"First published January 1, 2011",73,52.7k
False,4.15,"Nonfiction,History,Adventure,Survival,Historical,American History,Audiobook",302 pages, Paperback,"First published May 8, 2000",41,3179
False,4.49,"Nonfiction,Crafts,Art",144 pages, Hardcover,"First published October 7, 1999",49,1
True,4.24,"Fantasy,Science Fiction,Fiction,Dystopia,Science Fiction Fantasy,Young Adult,Romance",384 pages, Mass Market Paperback,"First published January 1, 1977",651,1708
False,3.17,"Christmas,Chick Lit,Fiction,Romance,Holiday,Short Stories,Contemporary",474 pages, Mass Market Paperback,"First published November 1, 2005",87,8323
False,4.39,"Nonfiction,History,Ireland,Irish Literature,Feminism,Religion,Politics",256 pages, Hardcover,"First published September 5, 2019",2,19
True,3.5,"Fantasy,Young Adult,Mystery,Romance,Young Adult Fantasy,LGBT,Fiction",400 pages, Hardcover,"First published February 7, 2023",3,371
False,3.67,"Nonfiction,Travel,Memoir,Humor,Asia,Biography,Politics",312 pages, Paperback,"First published May 3, 2016",1,book58
False,3.69,"Education,Philosophy,Nonfiction,Self Help,Academia,History,Books About Books",163 pages, Hardcover,"First published March 31, 1986",487,923
True,3.93,"Paranormal,Fantasy,Vampires,Paranormal Romance,Romance,Urban Fantasy,Fae",472 pages, Kindle Edition,"First published April 19, 2012",62,1454
False,3.72,"History,Nonfiction,Holocaust,World War II,Germany,War,Politics",634 pages, Paperback,"First published January 1, 1996",14,37
True,4.24,"Mystery,Fiction,Romance,Thriller,Chick Lit,Suspense,Crime",304 pages, Mass Market Paperback,"First published January 1, 2009",380,5668
False,3.99,"Science Fiction,Fiction,Dystopia,Romance,Fantasy,Feminism,Speculative Fiction",448 pages, Mass Market Paperback,"First published January 1, 1991",103,855
True,4.13,"Romance,Contemporary Romance,Contemporary,Fiction,New Adult,Mental Health,Adult",339 pages, Kindle Edition,"First published February 9, 2023",20,976
False,4.56,"Childrens,Classics,Fantasy,Picture Books",192 pages, Hardcover,"First published March 1, 2000",2747,1973
True,4.04,"Historical Fiction,Young Adult,Fiction,Middle Grade,Historical,World War II,Childrens",324 pages, Hardcover,"First published October 19, 2006",76,235
False,3.68,"Fiction,Romance,Contemporary,Chick Lit,British Literature,Novels,Death",352 pages, Paperback,"First published January 1, 1995",120,558
False,4.22,"History,Nonfiction,Africa,Travel,Politics,Race,Philosophy",179 pages, Paperback,"First published January 1, 1992",51,134
True,4.28,"Romance,Contemporary Romance,Contemporary,Adult,Chick Lit,Fiction,Abuse",595 pages, Kindle Edition,"First published April 8, 2014",122,38.5k
False,3.86,"Politics,Feminism,Nonfiction",327 pages, Paperback,"First published January 1, 2003",3,3
True,3.51,"Young Adult,Fantasy,Paranormal,Romance,Magic,Mythology,Urban Fantasy",342 pages, Paperback,"First published October 1, 2011",4,1081
True,3.81,"Fantasy,Young Adult,Retellings,Fiction,Magic,Romance,Adventure",270 pages, Hardcover,"First published March 15, 2016",32,5497
True,4.09,"Fantasy,Humor,Fiction,Science Fiction Fantasy,Comedy,Science Fiction,Magic",201 pages, Paperback,"First published January 1, 1980",195,1030
False,3.62,"Horror,Fiction,Thriller,Pulp",262 pages, Paperback,"First published April 1, 1982",3,7
False,4.24,"Young Adult,Contemporary,Romance,Mental Health,Fiction,Mental Illness,Realistic Fiction",358 pages, Hardcover,"First published June 16, 2015",11,3176
False,4.27,"Art,Art History,Nonfiction,History,Reference,Essays,Cultural",320 pages, Hardcover,"First published October 9, 2006",40,10
True,3.92,"Mystery,Historical Fiction,Historical Mystery,Fiction,Historical,Crime,Victorian",373 pages, Mass Market Paperback,"First published March 11, 1997",447,3203
True,3.31,"Mystery,Fiction,Cozy Mystery,Mystery Thriller",204 pages, Kindle Edition,"First published November 1, 1999",68,207
True,4.23,"Paranormal,Young Adult,Fiction,Witches,Vampires,Witchcraft,Novella",38 pages, Kindle Edition,"First published April 2, 2012",18,312
False,3.53,"Fiction,Mystery,Historical Fiction,Thriller,Crime,Mystery Thriller,Suspense",288 pages, Kindle Edition,"First published January 5, 2021",2,84
True,4.13,"Historical Fiction,Young Adult,Fiction,War,Middle Grade,Realistic Fiction,School",199 pages, Paperback,"First published July 23, 2002",73,561
True,4.41,"Romance,Contemporary Romance,Contemporary,Romantic Suspense,Humor,Chick Lit,Suspense",484 pages, Kindle Edition,"Published November 13, 2011",122,38.5k
True,3.88,"Mystery,Cozy Mystery,Fiction,Humor,Mystery Thriller",208 pages, Mass Market Paperback,"First published January 1, 1987",122,321
False,4.08,"Fiction,Czech Literature,Classics,Historical Fiction,Humor,Literature,Novels",241 pages, Paperback,"First published January 1, 1983",181,1170
True,3.64,"Graphic Novels,Fantasy,Young Adult,Comics,Urban Fantasy,Fiction,Fairies",128 pages, Hardcover,"First published October 1, 2010",184,101k
False,4.08,"Nonfiction,Biography,Memoir,Audiobook,Autobiography,Biography Memoir,Adult",398 pages, Hardcover,"First published March 21, 2023",5,30
True,3.5,,60 pages, Paperback,"First published January 1, 1983",17,0
True,4.01,"Young Adult,Fantasy,Angels,Paranormal,Romance,Paranormal Romance,Urban Fantasy",435 pages, Hardcover,"First published January 4, 2011",24,9566
True,4.05,"Manga,Romance,Time Travel,Shojo,Fantasy,Comics Manga,Graphic Novels",176 pages, Paperback,"First published May 16, 2006",2,0
True,3.98,"Fantasy,Romance,LGBT,Historical Fiction,Historical,Queer,Fiction",377 pages, Kindle Edition,"First published October 26, 2021",17,2253
True,4.09,"Mystery,Thriller,Fiction,Crime,Mystery Thriller,Suspense,Detective",325 pages, Hardcover,"First published August 23, 2018",22,1672
False,3.24,"Fiction,Africa,Romance,Relationships,Contemporary,Kenya,Historical Fiction",307 pages, Hardcover,"First published November 5, 1998",100,4279
True,3.64,"Mystery,Fiction,Humor,Cozy Mystery,Mystery Thriller,Paranormal,Crime",213 pages, Kindle Edition,"First published January 1, 2010",44,486
False,3.85,"History,Biography,Nonfiction,Presidents,American History,Politics,Us Presidents",483 pages, Hardcover,"First published November 11, 2008",64,2714
False,4.1,"Contemporary Romance,Romance,Contemporary,Abuse,Young Adult,New Adult,Amazon",278 pages, Kindle Edition,"First published April 7, 2015",62,433
True,4.0,"Fiction,India,Contemporary,Book Club,Indian Literature,Novels,Asia",322 pages, Paperback,"First published January 18, 2000",51,5617
True,4.17,"Fantasy,Young Adult,Childrens,Middle Grade,Adventure,Fiction,Magic",297 pages, ebook,"First published August 1, 2011",3,213
False,3.83,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Paranormal",448 pages, Mass Market Paperback,"First published January 1, 1991",918,36.2k
False,3.88,"Fiction,Short Stories,Poetry,Literature,American,Classics,Humor",221 pages, Paperback,"First published January 1, 1983",854,27.7k
False,3.93,"Biography,Religion,Christianity,Memoir,Biography Memoir,Catholic,Faith",313 pages, Hardcover,"First published January 1, 1997",204,303
False,3.82,"Short Stories,Fiction,African American,Historical Fiction,Literary Fiction,Literature,Contemporary",399 pages, Hardcover,"First published August 29, 2006",24,617
True,4.06,"Romance,New Adult,Contemporary,Erotica,Contemporary Romance,Mystery,Suspense",250 pages, Paperback,"First published July 21, 2013",340,14.4k
False,3.8,"Thriller,Fiction,Military Fiction,Audiobook,Action,Politics",384 pages, Hardcover,"First published June 5, 2001",15,104
False,3.79,"Historical Fiction,Fiction,Romance,Historical,Mental Health,Adult,British Literature",352 pages, Paperback,"First published February 1, 2016",15,460
False,4.11,"Nonfiction,History,Adventure,Biography,Survival,Nature,Science",248 pages, Paperback,"First published May 1, 1997",39,2492
False,5.0,,288 pages, Paperback,"First published January 1, 2009",2,0
